Model,Source File,BLEU-1,BLEU-2,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore Precision,BERTScore Recall,BERTScore F1
Qwen_Qwen2.5-1.5B_CoT.hypo,30.56,25.53,41.28,29.95,35.74,65.39,58.42,61.39
Qwen_Qwen2.5-14B_CoT.hypo,30.06,23.41,41.13,26.40,32.54,62.32,60.28,61.03
